split_name,index,true_label,pred_label,correct,loss,conf_true,conf_max,entropy,logit_true,logit_gap,m_entropy
member,33553,7,8,0,2.422549,0.088695,0.289021,1.977278,0.151299,-1.181293,1.977278
member,9427,8,9,0,1.069443,0.343200,0.371975,1.396971,2.081799,-0.080515,1.396971
member,199,0,8,0,1.242774,0.288583,0.427217,1.529666,1.560405,-0.392311,1.529666
member,12447,6,6,1,1.012049,0.363474,0.363474,1.646799,2.912627,0.291375,-1.646799
member,39489,1,1,1,0.779011,0.458860,0.458860,1.728870,2.458729,1.354100,-1.728870
member,42724,6,2,0,2.876920,0.056308,0.202990,2.072699,-0.708371,-1.282320,2.072699
member,10822,8,9,0,1.321016,0.266864,0.378404,1.498615,1.586607,-0.349222,1.498615
member,49498,0,8,0,3.008975,0.049342,0.696866,0.910389,0.609726,-2.647813,0.910389
member,4144,6,6,1,0.581074,0.559298,0.559298,1.354611,3.516202,1.250041,-1.354611
member,36958,5,5,1,1.473903,0.229030,0.229030,1.981154,1.410964,0.257531,-1.981154
member,43106,2,0,0,4.001492,0.018288,0.283705,1.849239,-1.748191,-2.741672,1.849239
member,38695,5,3,0,2.933387,0.053216,0.238353,2.023041,-0.738586,-1.499384,2.023041
member,6188,0,8,0,2.201027,0.110689,0.738703,0.891130,1.670316,-1.898168,0.891130
member,1414,7,4,0,1.421128,0.241442,0.255986,1.932188,1.630840,-0.058496,1.932188
member,18471,1,1,1,0.571334,0.564772,0.564772,1.404609,2.310374,1.365208,-1.404609
member,29282,6,7,0,3.795087,0.022481,0.427167,1.797015,-1.209958,-2.944506,1.797015
member,15177,5,6,0,1.909544,0.148148,0.465706,1.615602,1.191505,-1.145344,1.615602
member,34304,6,6,1,0.381218,0.683029,0.683029,1.040432,4.855139,1.387872,-1.040432
member,12609,6,6,1,0.756486,0.469313,0.469313,1.252527,4.773641,0.232186,-1.252527
member,12144,5,7,0,1.640762,0.193832,0.416660,1.596933,1.645507,-0.765278,1.596933
member,6113,0,8,0,1.272488,0.280134,0.496402,1.205861,2.953446,-0.572119,1.205861
member,15908,5,6,0,2.674169,0.068964,0.472092,1.601785,1.324744,-1.923587,1.601785
member,821,7,5,0,2.949025,0.052391,0.404768,1.557968,0.639288,-2.044585,1.557968
member,15118,2,4,0,1.407455,0.244765,0.284775,1.745516,2.135888,-0.151398,1.745516
member,13466,4,4,1,0.984671,0.373562,0.373562,1.500345,3.395112,0.059265,-1.500345
member,26497,4,4,1,1.109304,0.329788,0.329788,1.914465,1.711617,0.569185,-1.914465
member,42111,5,6,0,2.566241,0.076824,0.392944,1.632864,1.179826,-1.632153,1.632864
member,30188,5,2,0,1.984882,0.137397,0.342285,1.928315,0.167155,-0.912770,1.928315
member,37237,4,6,0,1.026721,0.358179,0.418510,1.347469,3.790673,-0.155667,1.347469
member,33109,8,8,1,0.883105,0.413497,0.413497,1.259887,2.915088,0.322462,-1.259887
member,36480,4,6,0,1.074180,0.341578,0.415656,1.443821,3.255243,-0.196284,1.443821
member,24148,3,9,0,2.392748,0.091378,0.173297,2.096752,0.191303,-0.639997,2.096752
member,5503,5,6,0,1.565264,0.209033,0.291429,1.808537,1.997584,-0.332304,1.808537
member,3918,0,0,1,0.054793,0.946681,0.946681,0.253059,5.840112,3.168527,-0.253059
member,38478,0,9,0,1.956490,0.141354,0.475026,1.652663,0.878201,-1.212104,1.652663
member,21123,8,8,1,0.221925,0.800975,0.800975,0.661610,5.934346,1.912657,-0.661610
member,49717,0,7,0,2.824992,0.059309,0.408249,1.877173,-0.628878,-1.929114,1.877173
member,42294,1,1,1,0.941128,0.390187,0.390187,1.661335,1.601778,0.590656,-1.661335
member,47609,8,9,0,2.433470,0.087732,0.676698,1.125303,1.450728,-2.042940,1.125303
member,11076,0,1,0,2.697436,0.067378,0.250051,2.169636,-0.286788,-1.311348,2.169636
member,41514,3,2,0,2.775824,0.062298,0.338982,1.879566,-0.173547,-1.694015,1.879566
member,22062,0,9,0,2.857440,0.057416,0.726423,1.005326,0.058798,-2.537816,1.005326
member,9413,0,7,0,3.391099,0.033672,0.219264,2.111247,-1.201803,-1.873618,2.111247
member,38340,0,1,0,3.891456,0.020416,0.362121,1.919758,-0.778696,-2.875679,1.919758
member,30263,9,3,0,2.392029,0.091444,0.231508,1.905716,0.613773,-0.928888,1.905716
member,41252,4,7,0,2.411228,0.089705,0.175197,2.159176,-0.041188,-0.669384,2.159176
member,14644,4,9,0,4.174592,0.015381,0.433498,1.798601,-1.832603,-3.338724,1.798601
member,26335,6,6,1,0.903391,0.405193,0.405193,1.648059,3.073606,0.593337,-1.648059
member,28102,7,2,0,3.243416,0.039030,0.374332,1.666010,0.314691,-2.260804,1.666010
member,17523,6,6,1,0.729808,0.482001,0.482001,1.346977,4.065117,0.486159,-1.346977
member,24712,9,9,1,0.638394,0.528140,0.528140,1.446355,2.033154,0.912357,-1.446355
member,40485,0,0,1,0.065588,0.936517,0.936517,0.311439,4.873761,3.498813,-0.311439
member,3850,9,9,1,0.534193,0.586142,0.586142,1.417292,2.337622,1.345530,-1.417292
member,40040,9,9,1,1.064298,0.344970,0.344970,1.953286,0.804180,0.820429,-1.953286
member,15267,4,6,0,1.301215,0.272201,0.319498,1.685490,3.113720,-0.160212,1.685490
member,49146,3,7,0,2.432176,0.087846,0.265675,2.032695,-0.127215,-1.106694,2.032695
member,30001,6,2,0,1.317190,0.267887,0.425906,1.518298,2.522517,-0.463654,1.518298
member,45926,2,7,0,1.496996,0.223801,0.313744,1.952176,1.447243,-0.337820,1.952176
member,43824,9,1,0,2.828254,0.059116,0.572286,1.530936,0.069161,-2.270137,1.530936
