split_name,index,true_label,pred_label,correct,loss,conf_true,conf_max,entropy,logit_true,logit_gap,m_entropy
member,33553,7,9,0,2.982778,0.050652,0.210986,2.124316,-0.411718,-1.426815,2.124316
member,9427,8,8,1,0.394268,0.674173,0.674173,1.006680,4.062141,1.484267,-1.006680
member,199,0,8,0,1.096731,0.333961,0.398603,1.492879,2.367446,-0.176943,1.492879
member,12447,6,3,0,1.845045,0.158018,0.282295,1.785716,1.987094,-0.580241,1.785716
member,39489,1,3,0,1.764660,0.171245,0.347062,1.661785,1.638222,-0.706408,1.661785
member,42724,6,6,1,1.221423,0.294810,0.294810,1.982439,1.974981,0.828999,-1.982439
member,10822,8,8,1,0.819265,0.440755,0.440755,1.467629,3.030541,0.796096,-1.467629
member,49498,0,8,0,3.182392,0.041486,0.643959,1.023853,1.390152,-2.742272,1.023853
member,4144,6,6,1,0.557028,0.572909,0.572909,1.474038,3.293124,1.652495,-1.474038
member,36958,5,6,0,1.747379,0.174230,0.264981,1.978816,1.225963,-0.419282,1.978816
member,43106,2,8,0,3.397471,0.033458,0.250999,1.891589,-0.558116,-2.015166,1.891589
member,38695,5,6,0,2.655215,0.070284,0.270188,1.974504,0.291890,-1.346577,1.974504
member,6188,0,8,0,1.405392,0.245271,0.547214,1.237232,2.786214,-0.802477,1.237232
member,1414,7,6,0,1.702361,0.182253,0.250542,1.923273,1.546339,-0.318232,1.923273
member,18471,1,1,1,0.834700,0.434005,0.434005,1.223815,3.385862,0.111300,-1.223815
member,29282,6,7,0,3.603367,0.027232,0.379004,1.742232,-0.525235,-2.633158,1.742232
member,15177,5,6,0,2.476153,0.084066,0.303733,1.961176,0.403398,-1.284548,1.961176
member,34304,6,6,1,0.348057,0.706058,0.706058,1.152773,4.102037,2.293664,-1.152773
member,12609,6,6,1,1.200437,0.301063,0.301063,1.672101,3.334614,0.112417,-1.672101
member,12144,5,7,0,1.791873,0.166648,0.372035,1.854057,1.073168,-0.803107,1.854057
member,6113,0,8,0,1.235843,0.290590,0.397592,1.517938,2.268859,-0.313514,1.517938
member,15908,5,9,0,3.334674,0.035626,0.212351,1.934540,-0.113178,-1.785158,1.934540
member,821,7,3,0,1.716834,0.179634,0.282434,1.735203,2.226866,-0.452522,1.735203
member,15118,2,7,0,1.581875,0.205589,0.257587,1.875837,1.560755,-0.225479,1.875837
member,13466,4,4,1,1.280745,0.277830,0.277830,1.774346,2.681662,0.417990,-1.774346
member,26497,4,6,0,1.791292,0.166745,0.269776,2.008431,0.998413,-0.481129,2.008431
member,42111,5,6,0,1.939904,0.143718,0.240420,1.889759,1.283224,-0.514537,1.889759
member,30188,5,7,0,2.115339,0.120592,0.250101,2.044273,0.654913,-0.729448,2.044273
member,37237,4,4,1,1.163298,0.312454,0.312454,1.721933,2.777446,0.488284,-1.721933
member,33109,8,8,1,0.630212,0.532479,0.532479,1.284383,3.682254,0.989001,-1.284383
member,36480,4,6,0,1.572538,0.207518,0.397564,1.688135,2.106655,-0.650137,1.688135
member,24148,3,9,0,2.479239,0.083807,0.356486,1.729021,0.599913,-1.447780,1.729021
member,5503,5,6,0,1.941136,0.143541,0.208741,2.041753,1.143632,-0.374476,2.041753
member,3918,0,0,1,0.159012,0.852986,0.852986,0.563184,4.907328,2.056029,-0.563184
member,38478,0,9,0,2.674459,0.068944,0.510693,1.618785,0.413774,-2.002473,1.618785
member,21123,8,8,1,0.508467,0.601417,0.601417,0.999081,5.005932,0.748459,-0.999081
