split_name,index,true_label,pred_label,correct,loss,conf_true,conf_max,entropy,logit_true,logit_gap,m_entropy
member,41496,7,7,1,0.0008833082392811775,0.9991170763969421,0.9991170763969421,0.00804007425904274,10.040718078613281,7.829412937164307,-0.00804007425904274
member,40356,7,7,1,0.05571034550666809,0.9458130598068237,0.9458130598068237,0.2807243764400482,12.229676246643066,3.896738052368164,-0.2807243764400482
member,8057,8,8,1,7.60526381782256e-05,0.9999239444732666,0.9999239444732666,0.0008502228884026408,24.16930389404297,10.077535629272461,-0.0008502228884026408
member,45875,2,2,1,0.0009291622554883361,0.9990712404251099,0.9990712404251099,0.007490646094083786,19.370967864990234,6.997140884399414,-0.007490646094083786
member,28206,7,7,1,0.009992810897529125,0.9900569319725037,0.9900569319725037,0.061951860785484314,12.794221878051758,4.92388916015625,-0.061951860785484314
member,34179,1,1,1,7.867782187531702e-06,0.9999921321868896,0.9999921321868896,0.00010035461309598759,35.376060485839844,11.75250244140625,-0.00010035461309598759
member,24957,0,0,1,0.00011932138295378536,0.9998806715011597,0.9998806715011597,0.0012261224910616875,16.235904693603516,9.082775115966797,-0.0012261224910616875
member,26350,1,1,1,0.036462340503931046,0.9641944169998169,0.9641944169998169,0.17131583392620087,12.843924522399902,3.489008903503418,-0.17131583392620087
member,5055,6,6,1,0.00026592056383378804,0.999734103679657,0.999734103679657,0.002464129589498043,18.81720542907715,8.237122535705566,-0.002464129589498043
member,20586,6,6,1,0.04688504338264465,0.954197108745575,0.954197108745575,0.22356410324573517,11.370619773864746,3.4216885566711426,-0.22356410324573517
member,2678,2,2,1,0.02586352825164795,0.9744680523872375,0.9744680523872375,0.15211930871009827,7.748652458190918,4.490291595458984,-0.15211930871009827
member,46056,3,3,1,0.022270815446972847,0.9779753684997559,0.9779753684997559,0.11322073638439178,11.756795883178711,3.86820125579834,-0.11322073638439178
member,30288,3,3,1,0.04184933751821518,0.9590142369270325,0.9590142369270325,0.18195340037345886,11.98470401763916,3.215094566345215,-0.18195340037345886
member,20468,2,2,1,0.09195425361394882,0.9121468663215637,0.9121468663215637,0.29886290431022644,10.890769958496094,2.341999053955078,-0.29886290431022644
member,24517,7,7,1,0.04023653268814087,0.9605622291564941,0.9605622291564941,0.20304526388645172,6.978520393371582,3.7485196590423584,-0.20304526388645172
member,49857,8,8,1,0.0011655449634417892,0.9988351464271545,0.9988351464271545,0.009292271919548512,21.286052703857422,6.806108474731445,-0.009292271919548512
member,24769,4,4,1,0.10921432822942734,0.896538257598877,0.896538257598877,0.3478521406650543,12.839188575744629,2.189211845397949,-0.3478521406650543
member,2762,1,1,1,0.06682254374027252,0.9353611469268799,0.9353611469268799,0.23985588550567627,19.247934341430664,2.6726436614990234,-0.23985588550567627
member,12403,8,8,1,6.05564855504781e-05,0.9999394416809082,0.9999394416809082,0.0006483388715423644,29.761728286743164,9.71253776550293,-0.0006483388715423644
member,13249,5,5,1,0.0005914607318118215,0.9994087219238281,0.9994087219238281,0.005299640819430351,11.212084770202637,7.559755325317383,-0.005299640819430351
